"store_name","store_address","store_type","lat","lon","parking","blonde","physio","coldbrew","no_cash","foreign_cash","certification_fd","deli_bus","ecp","close21","pet_zone","airport","seaside","university","terminal","resort","hospital","instore","subway","the_disabled","air_cleaner","eletric_vehicle_charging","service_icon","PRMS_Y","PRMS_M","PRMS_D","hour"
"스타벅스 대전조이마루점","대전광역시 유성구 엑스포로 97번길 40","general",36.3765,127.391,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon10', 'icon19']","2015","1","15",NULL
"스타벅스 대전중앙로R점","대전광역시 중구 대종로 486 (은행동)","reserve",36.328,127.427,"False","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon14', 'icon19']","2014","3","18",NULL
"스타벅스 대전지족점","대전광역시 유성구 지족로 373 (지족동)","general",36.3872,127.318,"False","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19']","2015","11","24",NULL
"스타벅스 대전탄방역점","대전광역시 서구 문정로2번길 95 (탄방동)","general",36.3432,127.385,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon13', 'icon14', 'icon19', 'icon21']","2018","4","23",NULL
"스타벅스 대전탄방점","대전광역시 서구 문정로 78, 정우빌딩 1층 (탄방동)","general",36.3464,127.388,"False","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2009","1","12",NULL
"스타벅스 대전태평점","대전광역시 중구 태평로 71 (태평동)","general",36.3231,127.393,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19', 'icon21']","2016","11","14",NULL
"스타벅스 대전터미널DT점","대전광역시 동구 동서대로 1658 (성남동)","generalDT",36.348,127.434,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon12', 'icon21']","2019","11","20",NULL
"스타벅스 대전테크노밸리점","대전광역시 유성구 테크노4로 105 (관평동)","general",36.4252,127.39,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19']","2012","7","26",NULL
"스타벅스 대전판암DT점","대전광역시 동구 옥천로 118 (판암동)","generalDT",36.317,127.454,"True","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon22', 'Moon_icon_16x16_230324', 'icon19']","2017","12","21",NULL
"스타벅스 대전한남대DT점","대전광역시 대덕구 한밭대로 1122 (중리동)","generalDT",36.3585,127.423,"True","False","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19']","2017","11","6",NULL
"스타벅스 대전현대아울렛점","대전광역시 유성구 테크노중앙로 123 (용산동)","general",36.424,127.399,"True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","['icon04', 'icon23', 'icon10', 'icon19']","2020","6","15",NULL
"스타벅스 대전호텔점","대전광역시 서구 둔산중로134번길 13, 토요코인호텔 1층  (둔산동)","general",36.3591,127.388,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2010","11","3",NULL
"스타벅스 대천해수욕장점","충청남도 보령시 머드로 114 (신흑동)","generalWT",36.3149,126.512,"True","True","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon09', 'icon19']","2023","2","21",NULL
"스타벅스 대치사거리점","서울특별시 강남구 삼성로 402 (대치동)","general",37.5033,127.059,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19']","2016","5","9",NULL
"스타벅스 대치삼성점","서울특별시 강남구 영동대로 237 (대치동)","general",37.5003,127.067,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon10', 'icon19']","2020","9","22",NULL
"스타벅스 대치역점","서울특별시 강남구 남부순환로 2936 (대치동) 107호","general",37.4936,127.062,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2005","5","10",NULL
"스타벅스 대치은마사거리점","서울특별시 강남구 도곡로 457 (대치동)","general",37.499,127.06,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19']","2016","8","10",NULL
"스타벅스 대치재경빌딩점","서울특별시 강남구 남부순환로 2947 (대치동)","general",37.4947,127.063,"False","True","True","True","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon23', 'icon22', 'icon18', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2019","2","12",NULL
"스타벅스 대치점","서울특별시 강남구 도곡로 511 (대치동)","general",37.4997,127.062,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon21']","2003","5","9",NULL
"스타벅스 대치한티점","서울특별시 강남구 선릉로 324 (대치동)","general",37.4985,127.052,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2021","1","25",NULL
"스타벅스 대학로점","서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)","general",37.5765,127.001,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19']","2013","1","8",NULL
"스타벅스 대한극장점","서울특별시 중구 퇴계로 212 (필동2가) 1,2층","general",37.5611,126.995,"True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","['icon04', 'icon23', 'icon22', 'icon14', 'icon19']","2001","12","17",NULL
"스타벅스 대한상공회의소R점","서울특별시 중구 세종대로 39 (남대문로4가) 1층","reserve",37.5609,126.974,"False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon23', 'icon22', 'icon19']","2019","5","28",NULL
"스타벅스 대화역점","경기도 고양시 일산서구 중앙로 1559, 시티타워 1~2층 (대화동)","general",37.6754,126.748,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2013","11","29",NULL
"스타벅스 더북한강R점","경기도 남양주시 화도읍 북한강로 1098","reserve",37.6125,127.342,"True","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon22', 'icon20', 'icon19', 'icon21']","2022","1","5",NULL
"스타벅스 더북한산점","서울특별시 은평구 대서문길 24-11 (진관동)","general",37.6555,126.948,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon19', 'icon21']","2023","2","10",NULL
"스타벅스 더양평DT점","경기도 양평군 양평읍 양근로 76","generalDT",37.497,127.482,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon12', 'icon19', 'icon21']","2020","7","22",NULL
"스타벅스 더여수돌산DT점","전라남도 여수시 돌산읍 돌산로 3549","generalDT",34.7275,127.744,"True","True","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon09', 'icon19']","2023","8","7",NULL
"스타벅스 더제주송당파크R점","제주특별자치도 제주시 구좌읍 비자림로 1189","reserve",33.4354,126.731,"True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon22', 'icon19']","2023","10","10",NULL
"스타벅스 더타운몰킨텍스점","경기도 고양시 일산서구 킨텍스로 171","general",37.6622,126.744,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon10', 'icon19']","2015","6","15",NULL
"스타벅스 더현대서울(B2)R점","서울특별시 영등포구 여의대로 108 (여의도동)","reserve",37.5259,126.929,"False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","True","False","['icon23', 'icon22', 'icon10', 'icon14', 'icon19', 'icon21']","2021","2","19",NULL
"스타벅스 도곡공원점","서울특별시 강남구 도곡로 205 (역삼동)","general",37.4928,127.041,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19']","2017","8","22",NULL
"스타벅스 도곡역점","서울특별시 강남구 남부순환로 2909 (대치동)","general",37.4922,127.057,"True","True","True","True","True","False","False","True","False","True","False","False","False","False","True","False","False","False","True","True","False","False","['icon04', 'icon23', 'icon22', 'icon18', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon12', 'icon14', 'icon19']","2014","8","21",NULL
"스타벅스 도농역점","경기도 남양주시 미금로 239 (다산동)","general",37.6111,127.164,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2020","4","7",NULL
"스타벅스 도봉구청점","서울특별시 도봉구 마들로 665 (도봉동)","general",37.6695,127.046,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19']","2023","12","5",NULL
"스타벅스 도봉로DT점","서울특별시 도봉구 도봉로 635 (쌍문동)","generalDT",37.6612,127.042,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19']","2023","3","21",NULL
"스타벅스 도산가로수길점","서울특별시 강남구 도산대로 134, 2층 (논현동)","general",37.5174,127.023,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon14', 'icon19', 'icon21']","2011","9","6",NULL
"스타벅스 도산사거리점","서울특별시 강남구 언주로 727 (논현동)","general",37.5197,127.034,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","['icon23', 'icon22', 'icon20']","2021","6","1",NULL
"스타벅스 도안레이크타워점","대전광역시 서구 도안동로 234-54 (도안동) 105~109호","general",36.3258,127.349,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon21']","2024","5","29",NULL
"스타벅스 독립문역점","서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호","general",37.5714,126.961,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","['icon23', 'icon22', 'icon20', 'icon10', 'icon19']","2018","1","2",NULL
"스타벅스 독산사거리점","서울특별시 금천구 시흥대로 426 (독산동)","general",37.4716,126.899,"False","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon13', 'icon19', 'icon21']","2017","5","8",NULL
"스타벅스 독산역점","서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 108, 109호","general",37.4677,126.888,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon14', 'icon19', 'icon21']","2022","2","18",NULL
"스타벅스 동광주DT점","광주광역시 북구 동문대로 148 (두암동)","generalDT",35.1759,126.928,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19']","2021","2","2",NULL
"스타벅스 동교점","서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)","general",37.5569,126.92,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2013","7","15",NULL
"스타벅스 동국대일산병원점","경기도 고양시 일산동구 동국로 27 (식사동)","general",37.6765,126.806,"False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","True","False","False","['icon23', 'icon22', 'icon13', 'icon10', 'icon19']","2018","11","15",NULL
"스타벅스 동국대점","서울특별시 중구 서애로 1길 11","general",37.5615,126.998,"True","True","True","False","True","False","False","True","False","False","False","False","False","True","False","False","True","False","False","False","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon08', 'icon13', 'icon21']","2018","5","8",NULL
"스타벅스 동대구로DT점","대구광역시 동구 동대구로 422 (신천동)","generalDT",35.8681,128.627,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19']","2016","2","3",NULL
"스타벅스 동대구터미널점","대구광역시 동구 동부로30길 12 (신천동)","general",35.8763,128.629,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","True","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon12', 'icon14', 'icon19']","2011","8","11",NULL
"스타벅스 동대문공원점","서울특별시 중구 장충단로 229 (광희동1가)","general",37.5651,127.007,"False","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2017","2","27",NULL
"스타벅스 동대문두타점","서울특별시 중구 장충단로 275 (을지로6가)","general",37.5689,127.009,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon10', 'icon21']","2019","9","17",NULL
"스타벅스 동대문디자인플라자점","서울특별시 중구 을지로 281 (을지로7가) 디자인장터","general",37.5674,127.01,"True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","['icon04', 'icon23', 'icon22', 'icon14', 'icon21']","2022","10","24",NULL
"스타벅스 동대입구역점","서울특별시 중구 장충단로 166 (장충동1가)","general",37.5596,127.006,"False","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2016","11","28",NULL
"스타벅스 동두천DT점","경기도 동두천시 평화로 2254 (지행동)","generalDT",37.8891,127.057,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2016","5","25",NULL
"스타벅스 동두천송내DT점","경기도 동두천시 평화로 2163 (송내동)","generalDT",37.8809,127.056,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2023","5","19",NULL
"스타벅스 동래미남DT점","부산광역시 동래구 충렬대로 101 (온천동)","generalDT",35.2072,129.072,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon12', 'icon14', 'icon19', 'icon21']","2014","12","11",NULL
"스타벅스 동래역점","부산광역시 동래구 충렬대로181번길 42 (명륜동)","general",35.2056,129.08,"False","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2018","8","2",NULL
"스타벅스 동래허심청점","부산광역시 동래구 온천장로107번길 32 (온천동) 1층","general",35.2208,129.083,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon10', 'icon19', 'icon21']","2023","2","20",NULL
"스타벅스 동명대DT점","부산광역시 남구 신선로 423 (용당동)","generalDT",35.1231,129.099,"True","True","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'Moon_icon_16x16_230324', 'icon08', 'icon19', 'icon21']","2017","3","29",NULL
"스타벅스 동백이마트점","경기도 용인시 기흥구 동백죽전대로 444 (중동)","general",37.2781,127.151,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon10', 'icon19']","2020","8","10",NULL
"스타벅스 동부산DT점","부산광역시 기장군 기장읍 기장해안로 56","generalDT",35.1841,129.211,"True","True","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon09', 'icon19', 'icon21']","2016","8","16",NULL
"스타벅스 동부산테마파크점","부산광역시 기장군 기장읍 동부산관광로 34","general",35.1936,129.214,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon10', 'icon21']","2021","6","21",NULL
"스타벅스 동부이촌동점","서울특별시 용산구 이촌로 198 (이촌동)","general",37.5211,126.969,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19']","2012","5","29",NULL
"스타벅스 동빙고점","서울특별시 용산구 장문로 12 (동빙고동)","general",37.529,126.992,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon19', 'icon21']","2008","8","28",NULL
"스타벅스 동서대DT점","부산광역시 사상구 가야대로 338 (주례동)","generalDT",35.1509,129.01,"True","True","False","False","False","False","False","True","False","True","False","False","False","True","False","False","True","False","True","True","False","False","['icon04', 'icon23', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon08', 'icon13', 'icon14', 'icon19']","2017","9","26",NULL
"스타벅스 동성로광장점","대구광역시 중구 동성로 4 (동성로3가)","general",35.8673,128.594,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","['icon23', 'icon22', 'icon20', 'icon14']","2012","5","24",NULL
"스타벅스 동성로로데오점","대구광역시 중구 동성로5길 62 (삼덕동1가)","general",35.8672,128.598,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324']","2012","4","26",NULL
"스타벅스 동수원DT점","경기도 수원시 팔달구 중부대로 161 (우만동)","generalDT",37.2781,127.034,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2015","9","22",NULL
"스타벅스 동숭길입구점","서울특별시 종로구 대학로 146 (혜화동)","general",37.5842,127.002,"False","True","True","False","True","False","False","False","False","True","False","False","False","True","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon08', 'icon14', 'icon19', 'icon21']","2020","6","9",NULL
"스타벅스 동숭로아트점","서울특별시 종로구 동숭길 110 (동숭동)","general",37.583,127.004,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon23', 'icon22', 'icon20', 'icon19', 'icon21']","2011","9","5",NULL
"스타벅스 동아대병원점","부산광역시 서구 동대로 8 (동대신동3가)","general",35.1195,129.017,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","True","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon13', 'icon19', 'icon21']","2022","1","17",NULL
"스타벅스 동아수성점","대구광역시 수성구 지범로 191, 동아백화점수성점 1층 (범물동)","general",35.8212,128.64,"True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","False","False","['icon04', 'icon23', 'icon22', 'icon10', 'icon14', 'icon19']","2003","9","9",NULL
"스타벅스 동여의도점","서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비","general",37.5206,126.932,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2015","1","22",NULL
"스타벅스 동의대역점","부산광역시 부산진구 가야대로 589 (가야제1동)","general",35.1551,129.036,"False","True","True","False","True","False","False","True","False","True","False","False","False","True","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon08', 'icon14', 'icon19']","2016","3","28",NULL
"스타벅스 동탄IX타워점","경기도 화성시 동탄첨단산업1로 27 (영천동) 동탄금강펜테리움IX타워 M8~M11호","general",37.2111,127.089,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","['icon04', 'icon23', 'icon22', 'icon20']","2022","1","18",NULL
"스타벅스 동탄광장점","경기도 화성시 동탄지성로 17, 풍성 위버폴리스  (반송동)","general",37.2048,127.072,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","True","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon13', 'icon19', 'icon21']","2013","2","26",NULL
"스타벅스 동탄능동DT점","경기도 화성시 동탄지성로 201 (능동)","generalDT",37.212,127.054,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2018","6","25",NULL
"스타벅스 동탄디엠시티점","경기도 화성시 동탄대로 636-14 (영천동, 동탄역 대방디엠시티 더 센텀)","general",37.2097,127.1,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon10', 'icon19', 'icon21']","2021","7","14",NULL
"스타벅스 동탄라크몽점","경기도 화성시 동탄대로5길 21 (송동) 라크몽","general",37.1672,127.105,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon10']","2022","8","2",NULL
"스타벅스 동탄목동점","경기도 화성시 동탄순환대로20길 124 (목동)","general",37.1825,127.125,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19']","2021","3","18",NULL
"스타벅스 동탄북광장점","경기도 화성시 동탄원천로 157 (반송동)86-8(동탄현대밀레마오피스텔), 1층 일부","general",37.2069,127.075,"False","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19']","2024","4","15",NULL
"스타벅스 동탄산단DT점","경기도 화성시 동탄산단2길 7-36 (방교동)","generalDT",37.1644,127.087,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon19', 'icon21']","2024","1","4",NULL
"스타벅스 동탄센트럴파크점","경기도 화성시 동탄지성로 104 센트럴파티오","general",37.2082,127.064,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2015","1","13",NULL
"스타벅스 동탄신리천공원점","경기도 화성시 동탄신리천로 264 (오산동)","general",37.1838,127.107,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","['icon04', 'icon23', 'icon22', 'icon20']","2023","3","22",NULL
"스타벅스 동탄여울공원점","경기도 화성시 동탄기흥로 447-30 (오산동)","general",37.2013,127.09,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19']","2023","5","8",NULL
"스타벅스 동탄역롯데R점","경기도 화성시 동탄역로 160 롯데백화점 동탄점","reserve",37.1998,127.097,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon10']","2021","8","10",NULL
"스타벅스 동탄역점","경기도 화성시 동탄대로 495 (오산동)","general",37.1978,127.098,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19']","2017","9","19",NULL
"스타벅스 동탄영천점","경기도 화성시 동탄순환대로 692 (영천동)","general",37.2067,127.111,"False","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19']","2016","6","24",NULL
"스타벅스 동탄이마트점","경기도 화성시 동탄중앙로 376, 동탄이마트 1층 (석우동)","general",37.2142,127.079,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon10', 'icon19', 'icon21']","2007","12","17",NULL
